Dataset,Phylum,Class,Order,Family,Genus,Species,n
CCZ,Arthropoda,Copepoda,Cyclopoida,Schminkepinellidae,Schminkepinella,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Cerviniopsis,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Hase,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Pontostratiotes,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Stenocopia,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Ancorabolidae,NA,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Argestidae,Leptocletodes,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Perucamptus,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,Dactylopodopsis,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyanthe,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Tachidiella,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Haloschizopera,NA,4
CCZ,Arthropoda,Copepoda,Harpacticoida,Paramesochridae,NA,NA,4
CCZ,Arthropoda,Copepoda,Siphonostomatoida,NA,NA,NA,4
CCZ,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Bogenfelsia,NA,4
CCZ,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Runanga,NA,4
CCZ,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Hyperietta,Hyperietta stephenseni,4
CCZ,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,NA,NA,4
CCZ,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Leptophoxoides,NA,4
CCZ,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Syrrhoe,NA,4
CCZ,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia longicarpus,4
CCZ,Arthropoda,Malacostraca,Cumacea,Gynodiastylidae,Gynodiastylis,NA,4
CCZ,Arthropoda,Malacostraca,Isopoda,Bopyridae,NA,NA,4
CCZ,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Prochelator,NA,4
CCZ,Arthropoda,Malacostraca,Isopoda,Entoniscidae,NA,NA,4
CCZ,Arthropoda,Malacostraca,Isopoda,Expanathuridae,NA,NA,4
CCZ,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia,NA,4
CCZ,Arthropoda,Malacostraca,Isopoda,Haplomunnidae,Haplomunna,NA,4
CCZ,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Contrarimesus,NA,4
CCZ,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,NA,4
CCZ,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Fageapseudes,NA,4
CCZ,Arthropoda,Malacostraca,Tanaidacea,Caudalongidae,Caudalonga,NA,4
CCZ,Arthropoda,Malacostraca,Tanaidacea,Nototanaidae,Nototanoides,NA,4
CCZ,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,NA,4
CCZ,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Torquella,NA,4
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,Discoconchoecia elegans,4
CCZ,Brachiopoda,Rhynchonellata,Terebratulida,NA,Simpliciforma,NA,4
CCZ,Bryozoa,Gymnolaemata,Cheilostomatida,Lekythoporidae,Jugescharellina,NA,4
CCZ,Cercozoa,Gromiidea,Gromiida,NA,NA,NA,4
CCZ,Chordata,Teleostei,Aulopiformes,NA,NA,NA,4
CCZ,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Bathyonus,Bathyonus caudalis,4
CCZ,Chordata,Thaliacea,Salpida,Salpidae,Iasis,Iasis cylindrica,4
CCZ,Cnidaria,Hexacorallia,Antipatharia,Cladopathidae,Abyssopathes,Abyssopathes lyra,4
CCZ,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,NA,NA,4
CCZ,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Trichodesmium,NA,4
CCZ,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,Cystocrepis,NA,4
CCZ,Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,NA,NA,4
CCZ,Echinodermata,Holothuroidea,Persiculida,NA,Benthothuria,NA,4
CCZ,Foraminifera,Globothalamea,Lituolida,Ammosphaeroidinidae,NA,NA,4
CCZ,Foraminifera,Globothalamea,Lituolida,Trochamminidae,Trochamminopsis,NA,4
CCZ,Foraminifera,Globothalamea,Rotaliida,Sphaeroidinidae,Sphaeroidina,NA,4
CCZ,Foraminifera,Monothalamea,Allogromiida,Hospitellidae,Hospitella,NA,4
CCZ,Foraminifera,Monothalamea,Astrorhizida,Rhizamminidae,Testulorhiza,NA,4
CCZ,Foraminifera,Monothalamea,Astrorhizida,Saccamminidae,NA,NA,4
CCZ,Foraminifera,Nodosariata,Polymorphinida,Glandulinidae,Glandulina,Glandulina laevigata,4
CCZ,Foraminifera,Nodosariata,Polymorphinida,Polymorphinidae,Pyrulina,NA,4
CCZ,Foraminifera,Nodosariata,NA,Hormosinellidae,NA,NA,4
CCZ,Foraminifera,Nodosariata,NA,Reophacidae,Reophax,Reophax fusiformis,4
CCZ,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros brevis,4
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus sol,4
CCZ,Heterokontophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum sol,4
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,NA,4
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia semispina,4
CCZ,Heterokontophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassiothrix,Thalassiothrix vanhoeffenii,4
CCZ,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira gravida,4
CCZ,Mollusca,Bivalvia,Arcida,Arcidae,Arca,NA,4
CCZ,Mollusca,Bivalvia,Galeommatida,Galeommatidae,Scintilla,NA,4
CCZ,Mollusca,Bivalvia,Mytilida,Modiolidae,Modiolus,NA,4
CCZ,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,NA,NA,4
CCZ,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Cyclopecten,NA,4
CCZ,Mollusca,Bivalvia,NA,Lyonsiellidae,Policordia,NA,4
CCZ,Mollusca,Cephalopoda,Octopoda,Opisthoteuthidae,NA,NA,4
CCZ,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,NA,NA,4
CCZ,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,NA,NA,4
CCZ,Mollusca,Monoplacophora,Neopilinida,Neopilinidae,NA,NA,4
CCZ,Mollusca,Solenogastres,NA,Acanthomeniidae,NA,NA,4
CCZ,Mollusca,Solenogastres,NA,Pruvotinidae,NA,NA,4
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax fusiformis,4
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax pacifica,4
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax striata,4
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Pyrophacus,Pyrophacus horologium,4
CCZ,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium depressum,4
CCZ,Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Intasia,NA,4
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Chromadorella,NA,4
CCZ,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Praeacanthonchus,NA,4
CCZ,Nematoda,Chromadorea,Monhysterida,Xyalidae,Omicronema,NA,4
CCZ,Nematoda,Chromadorea,Plectida,Benthimermithidae,NA,NA,4
CCZ,Nematoda,Enoplea,Enoplida,Enchelidiidae,Ledovitia,NA,4
CCZ,Nematoda,Enoplea,Enoplida,Phanodermatidae,Crenopharynx,NA,4
CCZ,Porifera,Demospongiae,Suberitida,Suberitidae,NA,NA,4
CCZ,Porifera,Hexactinellida,Sceptrulophora,Euretidae,Bathyxiphus,NA,4
CCZ,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Minolaimus,NA,3.936688141
CCZ,Nematoda,Chromadorea,Araeolaimida,Axonolaimidae,Axonolaimus,NA,3.780973998
CCZ,Nematoda,Chromadorea,Plectida,Ceramonematidae,Metadasynemella,NA,3.66978938
CCZ,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Pomponema,NA,3.433502576
CCZ,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Cyatholaimus,NA,3.347271813
CCZ,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Paratricoma,NA,3.074150562
CCZ,Nematoda,Enoplea,Enoplida,Ironidae,Thalassironus,NA,3.066535528
CCZ,Nematoda,Chromadorea,Plectida,Ceramonematidae,Metadasynemoides,NA,3.044537854
CCZ,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Aphroditidae,NA,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mystides,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyedithia,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyfauvelia,Bathyfauvelia glacigena,3
CCZ,Annelida,Polychaeta,Phyllodocida,Polynoidae,Nu,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA,3
CCZ,Annelida,Polychaeta,Phyllodocida,Typhloscolecidae,Travisiopsis,NA,3
CCZ,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice shulseae,3
CCZ,Annelida,Polychaeta,Terebellida,Flabelligeridae,Brada,NA,3
CCZ,Annelida,Polychaeta,NA,Opheliidae,Ammotrypanella,Ammotrypanella keenani,3
CCZ,Annelida,Polychaeta,NA,Orbiniidae,Leitoscoloplos,NA,3
CCZ,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,NA,3
CCZ,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,NA,3
CCZ,Arthropoda,Copepoda,Calanoida,Euchaetidae,NA,NA,3
CCZ,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,NA,3
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Lophothrix,Lophothrix frontalis,3
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecitrichopsis,NA,3
CCZ,Arthropoda,Copepoda,Harpacticoida,Ancorabolidae,Ceratonotus,NA,3
CCZ,Arthropoda,Copepoda,Harpacticoida,Paramesochridae,Emertonia,NA,3
CCZ,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Leptotachidia,NA,3
CCZ,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,NA,3
CCZ,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,NA,NA,3
CCZ,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Pardaliscopsis,NA,3
CCZ,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Harpiniopsis,NA,3
CCZ,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,Primno brevidens,3
CCZ,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Austrosyrrhoe,NA,3
CCZ,Arthropoda,Malacostraca,Amphipoda,Synopiidae,NA,NA,3
CCZ,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Pseudonesimus,NA,3
CCZ,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Cumellopsis,NA,3
CCZ,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Platycuma,NA,3
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia pacifica,3
CCZ,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Torwolia,NA,3
CCZ,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Austroniscus,NA,3
CCZ,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Regabellator,NA,3
CCZ,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Portaratrum,NA,3
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Halocypris,Halocypris inflata,3
CCZ,Chordata,Ascidiacea,Phlebobranchia,Octacnemidae,Megalodicopia,NA,3
CCZ,Chordata,Aves,NA,NA,NA,NA,3
CCZ,Chordata,Teleostei,Gadiformes,NA,NA,NA,3
CCZ,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,NA,NA,3
CCZ,Cnidaria,Hydrozoa,Narcomedusae,Solmundaeginidae,Solmundella,Solmundella bitentaculata,3
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Rosacea,Rosacea plicata,3
CCZ,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Amphogona,Amphogona apsteini,3
CCZ,Cnidaria,Scyphozoa,Coronatae,Atorellidae,NA,NA,3
CCZ,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,NA,3
CCZ,Echinodermata,Echinoidea,Holasteroida,Urechinidae,NA,NA,3
CCZ,Echinodermata,Holothuroidea,Synallactida,Deimatidae,NA,NA,3
CCZ,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Paelopatides,NA,3
CCZ,Echinodermata,Ophiuroidea,Amphilepidida,Amphilepididae,Amphilepis,NA,3
CCZ,Echinodermata,Ophiuroidea,Amphilepidida,Ophiolepididae,Ophiotypa,NA,3
CCZ,Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,Ophiocymbium,NA,3
CCZ,Foraminifera,Globothalamea,Lituolida,Ammosphaeroidinidae,Recurvoides,Recurvoides contortus,3
CCZ,Foraminifera,Globothalamea,Robertinida,Epistominidae,Hoeglundina,Hoeglundina elegans,3
CCZ,Foraminifera,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,Bolivina earlandi,3
CCZ,Foraminifera,Globothalamea,Rotaliida,Melonidae,Melonis,NA,3
CCZ,Foraminifera,Monothalamea,Astrorhizida,Crithioninidae,Crithionina,Crithionina hispida,3
CCZ,Foraminifera,Monothalamea,Astrorhizida,Saccamminidae,Saccammina,NA,3
CCZ,Foraminifera,Nodosariata,Polymorphinida,Ellipsolagenidae,Fissurina,Fissurina staphyllearia,3
CCZ,Foraminifera,Nodosariata,Polymorphinida,Ellipsolagenidae,Oolina,Oolina ovum,3
CCZ,Foraminifera,Nodosariata,Polymorphinida,Glandulinidae,Seabrookia,NA,3
CCZ,Foraminifera,Nodosariata,Polymorphinida,NA,NA,NA,3
CCZ,Foraminifera,Nodosariata,Vaginulinida,Vaginulinidae,Lenticulina,NA,3
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Pyrgoella,Pyrgoella irregularis,3
CCZ,Heterokontophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Asterolampra,Asterolampra vanheurckii,3
CCZ,Heterokontophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Asteromphalus,NA,3
CCZ,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros dadayi,3
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus subtilis,3
CCZ,Mollusca,Bivalvia,Mytilida,Mytilidae,Dacrydium,Dacrydium panamense,3
CCZ,Mollusca,Bivalvia,Pectinida,Pectinidae,NA,NA,3
CCZ,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Catillopecten,Catillopecten graui,3
CCZ,Mollusca,Gastropoda,Neogastropoda,Belomitridae,NA,NA,3
CCZ,Mollusca,Gastropoda,Patellida,Patellidae,Patella,NA,3
CCZ,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis acicula,3
CCZ,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,NA,NA,3
CCZ,Mollusca,Scaphopoda,Dentaliida,NA,NA,NA,3
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos carriensis,3
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos deflexus,3
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos extensus,3
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros,3
CCZ,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,Oxytoxum turbo,3
CCZ,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium acutipes,3
CCZ,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum dentatum,3
CCZ,Nematoda,Chromadorea,Chromadorida,Ethmolaimidae,NA,NA,3
CCZ,Nematoda,Chromadorea,Plectida,Diplopeltoididae,NA,NA,3
CCZ,Nematoda,Enoplea,Enoplida,Enoplidae,NA,NA,3
CCZ,Nematoda,Enoplea,Enoplida,Oncholaimidae,Metoncholaimus,NA,3
CCZ,Nematoda,Enoplea,Enoplida,Oxystominidae,Nemanema,NA,3
CCZ,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,NA,3
CCZ,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Sympagella,Sympagella clippertonae,3
CCZ,Nematoda,Chromadorea,Desmodorida,Desmodoridae,Stygodesmodora,NA,2.984281376
CCZ,Nematoda,Enoplea,Enoplida,Trefusiidae,Halanonchus,NA,2.93361218
CCZ,Nematoda,Enoplea,Enoplida,Phanodermatidae,Phanodermella,NA,2.761379669
CCZ,Nematoda,Enoplea,Enoplida,Phanodermatidae,Phanoderma,NA,2.6698214350000002
CCZ,Nematoda,Enoplea,Enoplida,Enchelidiidae,Calyptronema,NA,2.58876129
CCZ,Nematoda,Chromadorea,Araeolaimida,Bodonematidae,Bodonema,NA,2.351675622
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Hypodontolaimus,NA,2.330185301
CCZ,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Greeffiellopsis,NA,2.2751558480000003
CCZ,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Hapalomus,NA,2.251132906
CCZ,Annelida,Polychaeta,Amphinomida,Amphinomidae,Bathychloeia,Bathychloeia sibogae,2
CCZ,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Pseudodysponetus,NA,2
CCZ,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,NA,2
CCZ,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,NA,2
CCZ,Annelida,Polychaeta,Phyllodocida,Syllidae,Parexogone,NA,2
CCZ,Annelida,Polychaeta,Phyllodocida,Typhloscolecidae,Typhloscolex,Typhloscolex muelleri,2
CCZ,Annelida,Polychaeta,Phyllodocida,Typhloscolecidae,NA,NA,2
CCZ,Annelida,Polychaeta,Sabellida,Serpulidae,Filogranula,NA,2
CCZ,Annelida,Polychaeta,Terebellida,Acrocirridae,Flabelligella,NA,2
CCZ,Annelida,Polychaeta,Terebellida,Acrocirridae,Teuthidodrilus,NA,2
CCZ,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,NA,2
CCZ,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,NA,2
CCZ,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,NA,2
CCZ,Annelida,Polychaeta,NA,Opheliidae,Ophelina,Ophelina curli,2
CCZ,Annelida,Polychaeta,NA,Opheliidae,Ophelina,Ophelina juhazi,2
CCZ,Annelida,NA,Sipuncula,Golfingiidae,Phascolion,NA,2
CCZ,Annelida,NA,Sipuncula,Phascolosomatidae,Apionsoma,Apionsoma (Apionsoma) misakianum,2
CCZ,Annelida,NA,Sipuncula,Phascolosomatidae,Apionsoma,NA,2
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,NA,2
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella amoena,2
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella curticauda,2
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella galeata,2
CCZ,Arthropoda,Copepoda,Calanoida,Calanidae,Cosmocalanus,NA,2
CCZ,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,Candacia bispinosa,2
CCZ,Arthropoda,Copepoda,Calanoida,Diaixidae,Xancithrix,NA,2
CCZ,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus,NA,2
CCZ,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,NA,2
CCZ,Arthropoda,Copepoda,Calanoida,Phaennidae,NA,NA,2
CCZ,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellina,NA,2
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scottocalanus,Scottocalanus thomasi,2
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,NA,NA,2
CCZ,Arthropoda,Copepoda,Cyclopoida,Cyclopoida incertae sedis,Pachos,Pachos punctatum,2
CCZ,Arthropoda,Copepoda,Cyclopoida,Erebonasteridae,Centobnaster,NA,2
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,NA,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Cervinia,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Stratiopontotes,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Tonpostratiotes,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Leptomesochra,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Argestidae,Anoplosomella,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Argestidae,Corallicletodes,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Argestidae,Odiliacletodes,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Dahmsopottekina,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Cletodidae,Barbaracletodes,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Cylindropsyllidae,NA,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,Paradactylopodia,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Arenosetella,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Aspinothorax,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Laophontidae,NA,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Delavalia,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Diosaccus,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Robertgurneya,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Neobradyidae,Neobradya,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Dactylopodella,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paradanielssenia,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Rometidae,NA,NA,2
CCZ,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Tisbe,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Eurytheneidae,Eurythenes,Eurythenes maldoror,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Eusirogenes,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,NA,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Lycaeopsidae,Lycaeopsis,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Odiidae,Postodius,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oedicerina,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Leptocotis,Leptocotis tenuirostris,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Halice,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Paracallisoma,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,NA,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Pseudotiron,NA,2
CCZ,Arthropoda,Malacostraca,Amphipoda,Valettiopsidae,Valettietta,NA,2
CCZ,Arthropoda,Malacostraca,Cumacea,Leuconidae,Hemileucon,NA,2
CCZ,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,NA,2
CCZ,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,Gennadas,NA,2
CCZ,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,2
CCZ,Arthropoda,Malacostraca,Decapoda,Penaeidae,NA,NA,2
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Hansarsia,Hansarsia microps,2
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Stylocheiron,NA,2
CCZ,Arthropoda,Malacostraca,Isopoda,Expanathuridae,Eisothistos,NA,2
CCZ,Arthropoda,Malacostraca,Isopoda,Katianiridae,NA,NA,2
CCZ,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Rectisura,NA,2
CCZ,Arthropoda,Malacostraca,Tanaidacea,Anarthruridae,Anarthrura,NA,2
CCZ,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,Collettea prominentia,2
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Alacia,Alacia valdiviae,2
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Porroecia,Porroecia spinirostris,2
CCZ,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,NA,NA,2
CCZ,Brachiopoda,Lingulata,Lingulida,Discinidae,Pelagodiscus,NA,2
CCZ,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Entalophoroecia,NA,2
CCZ,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Plagioecia,NA,2
CCZ,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Barathrites,Barathrites iris,2
CCZ,Cnidaria,Hexacorallia,Scleractinia,Caryophylliidae,NA,NA,2
CCZ,Cnidaria,Hexacorallia,Zoantharia,Parazoanthidae,NA,NA,2
CCZ,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Corymorpha,Corymorpha interogona,2
CCZ,Cnidaria,Hydrozoa,Anthoathecata,NA,NA,NA,2
CCZ,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutima,Eutima gegenbauri,2
CCZ,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea undulata,2
